,gsm,score,gse,title,source_name,characteristics,geo_summary,geo_design,pubmed_ids,tissue,species,archs4_index,geo_platform_biopython,geo_taxon_biopython,geo_entry_type_biopython,geo_gds_type_biopython,geo_pdat_biopython,geo_n_samples_biopython,geo_ftp_link_biopython,pubmed_title_biopython,pubmed_journal_biopython,pubmed_pub_date_biopython,pubmed_doi_biopython,sample_name,spaceflight
175,GSM2757332,0.9992889165878296,GSE103202,Identification of genes regulated by long noncoding RNA H19 in skeletal muscle,,,"Soleus muscle has the most abundant H19 expression compared to other skeletal muscle tissues. In order to identify genes regulated by long noncoding RNA H19 in skeletal muscle, we performed RNA-Seq with dissected WT and H19KO soleus muscles from 21 week old mice. Among the differentially expressed genes, we found skeletal muscle - overexpressed gene DUSP27, which potentially plays an important role in regulating skeletal muscle glucose metabolisim by regulating the activitiy of AMPK, might be a target of H19 mediated regulation.","Soleus muscle was harvested from 21-week old mice, followed by total RNA extraction, library preparation and RNA-seq analysis to compare trancript profiles between WT and H19KO conditions.",30201684,,,130984,GPL19057,Mus musculus,GSE,Expression profiling by high throughput sequencing,2018/08/30,6,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE103nnn/GSE103202/,H19 lncRNA Promotes Skeletal Muscle Insulin Sensitivity in Part by Targeting AMPK.,Diabetes,2018 Nov,10.2337/db18-0370,OSD-770|RR23_R-SLS_FLT_F7,Space Flight
176,GSM4796379,0.999193549156189,GSE158283,Comparative transcriptomic study of skeletal muscles response to muscular dystrophy with myositis,,,"Muscular dystrophy with myositis (mdm) is a severe degenerative muscle disease arising from a spontaneous mutaton at the N2A-PEVK junction of titin protein. The affected mice show a complex disease phenotype, and more organism-wide spread response compared to other myopathies. The project objectives forcus on undertanding the response pattetern of different skelelal muscles to mdm.",Examin the transcriptomic resposne of mdm afected skeletal muscle compared to wildype in the B6C3Fe a/a-Ttnmdm/J +/+ mice,33213377;36115951,,,416798,GPL19057,Mus musculus,GSE,Expression profiling by high throughput sequencing,2020/09/22,10,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE158nnn/GSE158283/,"Comparative analysis of the transcriptomes of EDL, psoas, and soleus muscles from mice.",BMC genomics,2020 Nov 19,10.1186/s12864-020-07225-2,OSD-770|RR23_R-SLS_FLT_F7,Space Flight
177,GSM5689709,0.9990730285644531,GSE188782,RNASeq VDR knockout TAMOX or control vehicle treated VDRActinCre+ mice gastrocnemius,,,Deletion of the Vitamin D Receptor in Skeletal Muscle is Associated with Improved Glucose Tolerance and Reduced Muscle Function,"We deleted the skeletal muscle Vdr in adult mice, and assessed glucose disposal, insulin sensitivity and concentrations, skeletal muscle gene expression and muscle strength.",,,,571195,GPL21103,Mus musculus,GSE,Expression profiling by high throughput sequencing,2023/11/13,6,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE188nnn/GSE188782/,,,,,OSD-770|RR23_R-SLS_FLT_F7,Space Flight
178,GSM5815221,0.9988760948181152,GSE193627,Discovery of therapeutic agents targeting PKLR for NAFLD using drug repositioning,,,"Background & Aims  Non-alcoholic fatty liver disease (NAFLD) encompasses a wide spectrum of liver pathologies. However, not medical treatment has been approved for the disease so far. In our previous study, we found PKLR could be a potential target for treatment of NALFD. Here the aim is to investigate the effect of PKLR in in vivo model and reposition a drug which could be used for treatment of NAFLD.   Results  The Pklr KO reversed the increased hepatic triglyceride level in mice fed with high sucrose diet and partly recovered the transcriptomic changes in liver as well as other three tissues. Both liver and white adipose tissues exhibited dysregulated circadian transcriptomic profiles, and these dysregulations were reversed by hepatic knockout of Pklr. In addition, 10 small molecule drugs were identified as potential inhibitor of PKLR by the drug repositioning pipeline, and two of them significantly inhibited both the PKLR expression and triglyceride level in in vitro model. Finally, the two selected small molecule drugs were evaluated in in vivo rat models and it was demonstrated that these drugs attenuated hepatic steatosis without side effect on other tissues.  Conclusion: In conclusion, our study provided biological insights about the critical role of PKLR in NAFLD progression and proposed a treatment strategy for NAFLD patients, which could be validated in further clinical trials.","Eight male C57BL/6J mice wild-type mice and eight Pklr-/- mutant mice were fed a standard mouse chow diet and housed in a 12‐h light–dark cycle. From the age of 8 weeks, both the wild-type and mutant mice were then divided into two groups of 4 mice fed with chow diet, high-sucrose diet for another 8 weeks, respectively. At the age of 16 weeks, all mice are sacrificed and necropsies from liver, muscle, WAT and heart tissue were taken for RNA sequencing and lipid quantification.",35988463,,,592328,GPL24247,Mus musculus,GSE,Expression profiling by high throughput sequencing,2022/07/22,64,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE193nnn/GSE193627/,Discovery of therapeutic agents targeting PKLR for NAFLD using drug repositioning.,EBioMedicine,2022 Sep,10.1016/j.ebiom.2022.104214,OSD-770|RR23_R-SLS_FLT_F7,Space Flight
179,GSM2685473,0.9988723397254944,GSE100505,Transcriptional Profiling Reveals Extraordinary Diversity Among Skeletal Muscle Tissues,,,"Skeletal muscles are a diverse family of highly specialized tissues that perform a wide array of physiological activities and maintain whole-body glucose metabolism and energy homeostasis. Functional diversity is a distinctive feature of muscle tissues, which demonstrate remarkable variability in their speed of contraction, metabolic profile, resistance to fatigue, and regenerative capacity.  Unsurprisingly, many disorders of skeletal muscle afflict a remarkably specific subset of tissues, including muscular dystrophies, cancer cachexia, aging sarcopenia, and amyotrophic lateral sclerosis. Taken as a whole, these observations indicate that specific genetic programs establish and maintain physiological specialization of muscle tissues. Elucidating these genetic programs is essential to understanding muscle specialization and propensity for disease. Nevertheless, most global profiling studies performed to-date have not directly addressed intrinsic variability between different muscle tissues. This gap in the literature is particularly glaring for more sophisticated mechanisms of gene expression regulation such as circadian control, post-transcriptional regulation and non-coding RNA expression, despite their well-established roles in many disease mechanisms.   In an effort to understand the variability present within specific skeletal muscles with respect to gene expression, our lab has performed RNA-Seq on a variety of skeletal muscle tissues.","126 samples, 17 mouse tissues (all from males), 2 female rat tissues, 2 male rat tissues.  Six replicates for each tissue; each replicate is 3 individual samples pooled.  For mouse tissues, 3 are smooth muscle, 3 are cardiac muscle and 11 are skeletal muscle.  For male & female rat samples, both tissues are skeletal.",29809149,,,116223,GPL14844; GPL13112,Rattus norvegicus; Mus musculus,GSE,Expression profiling by high throughput sequencing,2018/05/18,126,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE100nnn/GSE100505/,Transcriptional profiling reveals extraordinary diversity among skeletal muscle tissues.,eLife,2018 May 29,10.7554/eLife.34613,OSD-770|RR23_R-SLS_FLT_F7,Space Flight
180,GSM2757334,0.9993035197257996,GSE103202,Identification of genes regulated by long noncoding RNA H19 in skeletal muscle,,,"Soleus muscle has the most abundant H19 expression compared to other skeletal muscle tissues. In order to identify genes regulated by long noncoding RNA H19 in skeletal muscle, we performed RNA-Seq with dissected WT and H19KO soleus muscles from 21 week old mice. Among the differentially expressed genes, we found skeletal muscle - overexpressed gene DUSP27, which potentially plays an important role in regulating skeletal muscle glucose metabolisim by regulating the activitiy of AMPK, might be a target of H19 mediated regulation.","Soleus muscle was harvested from 21-week old mice, followed by total RNA extraction, library preparation and RNA-seq analysis to compare trancript profiles between WT and H19KO conditions.",30201684,,,130986,GPL19057,Mus musculus,GSE,Expression profiling by high throughput sequencing,2018/08/30,6,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE103nnn/GSE103202/,H19 lncRNA Promotes Skeletal Muscle Insulin Sensitivity in Part by Targeting AMPK.,Diabetes,2018 Nov,10.2337/db18-0370,OSD-770|RR23_R-SLS_FLT_F8,Space Flight
181,GSM2757336,0.9992170333862305,GSE103202,Identification of genes regulated by long noncoding RNA H19 in skeletal muscle,,,"Soleus muscle has the most abundant H19 expression compared to other skeletal muscle tissues. In order to identify genes regulated by long noncoding RNA H19 in skeletal muscle, we performed RNA-Seq with dissected WT and H19KO soleus muscles from 21 week old mice. Among the differentially expressed genes, we found skeletal muscle - overexpressed gene DUSP27, which potentially plays an important role in regulating skeletal muscle glucose metabolisim by regulating the activitiy of AMPK, might be a target of H19 mediated regulation.","Soleus muscle was harvested from 21-week old mice, followed by total RNA extraction, library preparation and RNA-seq analysis to compare trancript profiles between WT and H19KO conditions.",30201684,,,130988,GPL19057,Mus musculus,GSE,Expression profiling by high throughput sequencing,2018/08/30,6,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE103nnn/GSE103202/,H19 lncRNA Promotes Skeletal Muscle Insulin Sensitivity in Part by Targeting AMPK.,Diabetes,2018 Nov,10.2337/db18-0370,OSD-770|RR23_R-SLS_FLT_F8,Space Flight
182,GSM2757335,0.9990907311439514,GSE103202,Identification of genes regulated by long noncoding RNA H19 in skeletal muscle,,,"Soleus muscle has the most abundant H19 expression compared to other skeletal muscle tissues. In order to identify genes regulated by long noncoding RNA H19 in skeletal muscle, we performed RNA-Seq with dissected WT and H19KO soleus muscles from 21 week old mice. Among the differentially expressed genes, we found skeletal muscle - overexpressed gene DUSP27, which potentially plays an important role in regulating skeletal muscle glucose metabolisim by regulating the activitiy of AMPK, might be a target of H19 mediated regulation.","Soleus muscle was harvested from 21-week old mice, followed by total RNA extraction, library preparation and RNA-seq analysis to compare trancript profiles between WT and H19KO conditions.",30201684,,,130987,GPL19057,Mus musculus,GSE,Expression profiling by high throughput sequencing,2018/08/30,6,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE103nnn/GSE103202/,H19 lncRNA Promotes Skeletal Muscle Insulin Sensitivity in Part by Targeting AMPK.,Diabetes,2018 Nov,10.2337/db18-0370,OSD-770|RR23_R-SLS_FLT_F8,Space Flight
183,GSM2757333,0.9990226030349731,GSE103202,Identification of genes regulated by long noncoding RNA H19 in skeletal muscle,,,"Soleus muscle has the most abundant H19 expression compared to other skeletal muscle tissues. In order to identify genes regulated by long noncoding RNA H19 in skeletal muscle, we performed RNA-Seq with dissected WT and H19KO soleus muscles from 21 week old mice. Among the differentially expressed genes, we found skeletal muscle - overexpressed gene DUSP27, which potentially plays an important role in regulating skeletal muscle glucose metabolisim by regulating the activitiy of AMPK, might be a target of H19 mediated regulation.","Soleus muscle was harvested from 21-week old mice, followed by total RNA extraction, library preparation and RNA-seq analysis to compare trancript profiles between WT and H19KO conditions.",30201684,,,130985,GPL19057,Mus musculus,GSE,Expression profiling by high throughput sequencing,2018/08/30,6,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE103nnn/GSE103202/,H19 lncRNA Promotes Skeletal Muscle Insulin Sensitivity in Part by Targeting AMPK.,Diabetes,2018 Nov,10.2337/db18-0370,OSD-770|RR23_R-SLS_FLT_F8,Space Flight
184,GSM2757331,0.9989795088768005,GSE103202,Identification of genes regulated by long noncoding RNA H19 in skeletal muscle,,,"Soleus muscle has the most abundant H19 expression compared to other skeletal muscle tissues. In order to identify genes regulated by long noncoding RNA H19 in skeletal muscle, we performed RNA-Seq with dissected WT and H19KO soleus muscles from 21 week old mice. Among the differentially expressed genes, we found skeletal muscle - overexpressed gene DUSP27, which potentially plays an important role in regulating skeletal muscle glucose metabolisim by regulating the activitiy of AMPK, might be a target of H19 mediated regulation.","Soleus muscle was harvested from 21-week old mice, followed by total RNA extraction, library preparation and RNA-seq analysis to compare trancript profiles between WT and H19KO conditions.",30201684,,,130983,GPL19057,Mus musculus,GSE,Expression profiling by high throughput sequencing,2018/08/30,6,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE103nnn/GSE103202/,H19 lncRNA Promotes Skeletal Muscle Insulin Sensitivity in Part by Targeting AMPK.,Diabetes,2018 Nov,10.2337/db18-0370,OSD-770|RR23_R-SLS_FLT_F8,Space Flight
